	gene	sum159_dmso1.trimmed	sum159_dmso2.trimmed	sum159_jq1.trimmed	sum159_jq2.trimmed	symbol
1	ENSG00000000003	145.084534466571	128.921899928662	111.16027329669	89	TSPAN6
2	ENSG00000000005	0	0	0	0	TNMD
3	ENSG00000000419	182.58938011099	194.330805039528	178.915106544197	201	DPM1
4	ENSG00000000457	56.2572684666295	61.6170845247284	78.3415259424294	56	SCYL3
5	ENSG00000000460	113.501506555481	84.3680080415511	58.2268098220759	50	C1orf112
6	ENSG00000000938	5.92181773332942	2.84386543960285	11.6453619644152	5	FGR
7	ENSG00000000971	427.35784642194	331.784301286999	183.149783622166	41	CFH
8	ENSG00000001036	633.634497466248	655.984961401724	460.521132229146	581	FUCA2
9	ENSG00000001084	108.566658444373	177.267612401911	150.331036267905	129	GCLC
10	ENSG00000001167	153.967261066565	133.661675661334	310.190095961241	269	NFYA
11	ENSG00000001460	66.1269646888452	73.940501429674	62.4614869000451	50	STPG1
12	ENSG00000001461	277.338463844261	271.115171908805	299.603403266318	235	NIPAL3
13	ENSG00000001497	397.748757755293	370.650462294905	349.360858932456	303	LAS1L
14	ENSG00000001561	7.89575697777256	11.3754617584114	3.17600780847687	8	ENPP4
15	ENSG00000001617	64.153025444402	46.4498021801798	74.1068488644603	74	SEMA3F
16	ENSG00000001626	0	0	0	0	CFTR
17	ENSG00000001629	412.553302088616	313.773153502848	622.497530461466	447	ANKIB1
18	ENSG00000001630	442.162390755263	485.353035025553	277.37134860698	253	CYP51A1
19	ENSG00000001631	148.045443333235	123.234169049457	132.333658686536	129	KRIT1
20	ENSG00000002016	75.9966609110609	71.0966359900712	51.8747942051222	59	RAD52
21	ENSG00000002079	1.97393924444314	2.84386543960285	2.11733853898458	0	MYH16
22	ENSG00000002330	48.3615114888569	72.9925462831398	52.9334634746145	116	BAD
23	ENSG00000002549	354.322094377543	296.70996086523	268.901994451042	294	LAP3
24	ENSG00000002586	824.119634555011	787.750726769989	1173.00555059746	958	CD99
25	ENSG00000002587	0	16.1152374910828	2.11733853898458	1	HS3ST1
26	ENSG00000002726	0	0.947955146534283	1.05866926949229	1	AOC1
27	ENSG00000002745	0	0	0	0	WNT16
28	ENSG00000002746	49.3484811110785	54.0334433524541	57.1681405525836	50	HECW1
29	ENSG00000002822	151.993321822122	234.144921193968	81.5175337509063	127	MAD1L1
30	ENSG00000002834	1375.83565337687	1343.25244263908	1916.19137778104	1881	LASP1
31	ENSG00000002919	46.3875722444138	75.8364117227426	71.9895103254757	63	SNX11
32	ENSG00000002933	0	0	0	0	TMEM176A
33	ENSG00000003056	1378.79656224353	518.531465154253	570.622736256344	466	M6PR
34	ENSG00000003096	3.94787848888628	30.334564689097	11.6453619644152	4	KLHL13
35	ENSG00000003137	91.788174866606	80.576187455414	71.9895103254757	140	CYP26B1
36	ENSG00000003147	0	0	0	1	ICA1
37	ENSG00000003249	5.92181773332942	9.47955146534283	7.41068488644603	4	DBNDD1
38	ENSG00000003393	81.9184786443903	60.6691293781941	34.9360858932456	19	ALS2
39	ENSG00000003400	109.553628066594	84.3680080415511	56.1094712830913	52	CASP10
40	ENSG00000003402	307.93452213313	242.676517512776	202.205830473027	207	CFLAR
