	sum159_dmso1.trimmed	sum159_dmso2.trimmed	sum159_jq1.trimmed	sum159_jq2.trimmed
ENSG00000012171	3.83912861456874	4.02527621194911	3.83447408672887	3.96498733336943
ENSG00000012174	9.13005637195242	9.0096279822263	8.7491458411169	8.70390573314189
ENSG00000012211	6.9421600253424	7.22472202744367	6.82976362042121	7.013042229543
ENSG00000012223	-1.72803815437241	-1.72829709751873	-1.71474735135719	-1.7279539458844
ENSG00000012232	4.2756507116827	4.30508776956604	5.58015002130851	6.11473496117985
ENSG00000012504	-1.05470772909936	-1.01247126374676	-1.05393786405145	-1.05456374298148
ENSG00000012660	9.85482851443773	9.83515916857321	9.73198017993023	9.58539542440888
ENSG00000012779	0	0	0	0
ENSG00000012817	0.325781585917758	0.302708581233415	0.396567152419993	0.302858477272245
ENSG00000012822	8.51775982277402	8.68731983143294	9.05866016148567	9.0246180556581
ENSG00000012963	7.7497129196018	8.09259681262814	7.8568406918963	7.18593722183509
ENSG00000012983	5.24823180450366	5.30744441387998	4.80690908271565	4.69235934093102
ENSG00000013016	5.52307997006472	5.50158636563749	5.44326277091486	5.39001427540983
ENSG00000013288	7.29813536339857	7.48402999889016	7.79385399418631	7.95872888382608
ENSG00000013293	2.01922208010665	1.97306910785405	2.17382884024351	2.10570041240868
ENSG00000013297	-1.72771006534823	-1.71637323087175	-1.7273043650726	-1.72763418814369
ENSG00000013306	9.12642942183562	9.14274771311054	9.30814429851014	9.47902818325209
ENSG00000013364	9.80785455439849	9.59560361605202	11.3472701916009	9.75624057547066
ENSG00000013374	8.41174487264714	8.45576867504691	8.57709315346231	8.55138491671856
ENSG00000013375	8.44464040674555	10.2978907372957	8.92572742626596	8.06899059836584
ENSG00000013392	5.61169682263168	5.6497916274945	5.64028798023941	5.30746004356092
ENSG00000013441	8.20698283432163	8.3941084156373	8.99782205388441	8.97394029591321
ENSG00000013503	6.50395210036102	6.59569318557841	6.8557575025633	6.94864942522329
ENSG00000013523	7.82601658734698	7.61638013263016	7.27387358466158	7.18075234615972
ENSG00000013561	7.46721557467672	7.86194185654144	7.48349453325424	7.73333190573659
ENSG00000013563	7.87275199377497	7.82667760348741	7.99774730945119	8.42288278728271
ENSG00000013573	7.75989741415532	7.64553036655938	7.63185178330108	7.94943498851719
ENSG00000013583	7.22132387803101	7.40341493690183	7.41888414134399	7.38680531957541
ENSG00000013588	6.38861436624847	6.31166032463274	6.2729595608622	6.75926091567554
ENSG00000013619	4.95665049085348	4.8820542948805	4.79151360595078	5.31443020452558
ENSG00000013725	0.274679571102097	0.295198968743915	0.252052964182636	0.297432158426378
ENSG00000013810	7.63095530394161	7.89486817975622	7.58854973050185	6.9247829884844
ENSG00000014123	8.93172415676537	9.0181844394213	8.6951465326535	8.68863821084925
ENSG00000014138	6.99039103003805	6.715455790334	6.36370005285397	6.32904566047169
ENSG00000014164	5.209543037522	5.39429653946364	5.13808650285968	5.52421733463618
ENSG00000014216	9.35502653890607	9.0579223275389	9.5698002388617	9.34136704533153
ENSG00000014257	5.35111448155363	5.44908932288486	5.01201491776074	4.92261206944516
ENSG00000014641	9.98196110900085	9.90948787166924	9.61094425314746	9.49341795132638
